UDID,Headline_Alt,Chunk_ID,Chunk_Token_Count,Chunk_Text,Chunk_Embedding,Chunk_Context_Prepend
D1014,Alternative dispute resolution (ADR) ,D1014_02,667,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space.
### What is it?

Alternative Dispute Resolution (ADR) allows you to settle disputes without going to court. There are various types of ADR, most notably procedures such as mediation, arbitration and expert determination. These processes typically help resolve disputes through an experienced, impartial person providing opinions, facilitating an agreement between parties and/or providing a binding or non-binding decision. 

You can also use ADR at any stage of your IP dispute. ADR procedures and services are offered by a wide range of public and private bodies such as courts, tribunals and legal practitioners. Below are most common forms of ADR you may like to consider in resolving your IP dispute. 

**Mediation** 

Mediation is a structured negotiation process where the parties, with the assistance of an independent person as mediator: 

* listen to each other and are heard by each other
* identify the disputed issues
* work out what everyone agrees on
* develop options to address the disputed issues
* aim to reach a workable agreement.

The mediator has no determinative power to decide the outcome of the dispute - instead, the mediator will assist and advise both parties in shaping the mediation process and facilitating an agreement. Find more information about [mediation](https://ipfirstresponse.ipaustralia.gov.au/options/mediation).

**Arbitration** 

Arbitration is a process where you and the other parties present the points being contended and facts to an independent person (the arbitrator). The arbitrator, who is often someone with a high level of expertise in the relevant field of law, then makes a decision based on the information received (an arbitral award). Notable features of arbitration include:  

* A more formal and structured process than other types of ADR, akin to a shorter and more flexible version of a court or tribunal hearing
* The parties are typically expected to produce evidence and submissions before the arbitrator. Both parties must agree before the process commences that the arbitrator's decision will be binding and enforceable
* Parties are in most cases required to renounce all other related legal claims to avoid going to court after arbitral decisions.

Many contracts stipulate that parties must resolve disputes through arbitration. Arbitration can also be voluntary or required under a court order.

Find more information about [arbitration](https://ipfirstresponse.ipaustralia.gov.au/options/arbitration). 

**Expert determination** 

Expert determination is a process where one or more independent experts in the specialist area make a determination on matters referred to them. Expert determination is a highly flexible and collaborative procedure, and its notable features include: 

* The process is initiated by agreement between the parties
* The parties decide the issues that are to be referred to the expert to make a determination on
* The parties need to agree as to whether they want the expert decision to be binding or not
* The parties can select and nominate an expert together
* It is suitable for highly technical issues in a specialist area as the expert would often have a high level of expertise and experience in the relevant industry.",,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space."
D1014,Alternative dispute resolution (ADR) ,D1014_03,149,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space.
### What are the benefits?

While this varies depending on the ADR process used, ADR generally offers the following benefits over more formal dispute resolution through the legal system or courts: 

* Costs are lower than court proceedings
* Flexible and informal, as parties have control over shaping the process
* More easily narrow the scope of a dispute to the issues that matter to both sides
* Offers broader and more creative solutions
* Confidentiality, as decisions and records are not shared with the public
* Can have binding and enforceable outcomes in the form of contract or arbitral award.",,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space."
D1014,Alternative dispute resolution (ADR) ,D1014_04,170,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space.
### What are the risks?

* Relies on genuine engagement and willingness of parties to work out an agreement.
* Facilitators may not have an adequate skillset for resolving intellectual property disputes.
* The level of enforceability of outcomes and the availability of appeals or challenges may differ depending on the specific ADR process (for example, in some cases, a party may be able to have an arbitral award annulled or set aside, or a court may refuse to enforce to enforce an arbitral award in a limited number of circumstances).
* Without a binding agreement prior to the process, either party can withdraw from the process at any point in time, resulting in wasted time, money and effort.",,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space."
D1014,Alternative dispute resolution (ADR) ,D1014_05,121,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space.
### What are the possible outcomes?

Outcomes of ADR will depend on the specific type of ADR processes used. Possible outcomes include: 

* Parties successfully negotiating and reaching an agreement to resolve a dispute
* A binding decision such as an arbitral award or an enforceable agreement
* Further escalation into more formal dispute resolution processes such as litigation or administrative hearings
* Parties may withdraw from the ADR process prior to resolution of the dispute.",,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space."
D1014,Alternative dispute resolution (ADR) ,D1014_06,139,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space.
### What might the costs be?

The costs of ADR may include: 

* practitioner's fees
* travel expenses
* administrative expenses.

Please note that the costs of ADR can differ a lot depending on the type of procedure you choose and whether you choose to engage a legal professional for advice and representation. 

For more information about costs of different ADR options, please refer to specific pages for each ADR type available at the [IP First Response website](https://ipfirstresponse.ipaustralia.gov.au).",,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space."
D1014,Alternative dispute resolution (ADR) ,D1014_07,74,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space.
### How much time might be involved?

Length of the process will vary depending on factors like the type of ADR used and the nature of the dispute. ADR can be much faster than more formal processes like court.",,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space."
D1014,Alternative dispute resolution (ADR) ,D1014_08,163,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space.
### Who can use this?

Anybody who is a party to a dispute, although some ADR processes will have additional requirements. 

ADR generally requires engagement from both parties to the dispute. It can be easier to use ADR if:  

* Parties agree to resolve their dispute through ADR. However, some ADR providers allow one party to initiate an ADR process even without agreement from the other party.
* There is a contract in place whereby parties agree to resolve disputes through ADR. You might wish to consider including ADR clauses in your contracts in case you would like to resolve any future IP disputes with your business partners through ADR.",,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space."
D1014,Alternative dispute resolution (ADR) ,D1014_09,92,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space.
### Who's involved?

* Parties to the dispute(s).
* Facilitator/s (Mediator, arbitrator, neutral evaluator, etc.).
* (Optional) Legal representation for one or more of the participants, noting that some ADR service providers limit the participation of legal representation in dispute resolution processes.",,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space."
D1014,Alternative dispute resolution (ADR) ,D1014_10,641,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space.
### What do you need to proceed?

Before you engage in an ADR process, you should think about what type of ADR process would best suit your needs and find the appropriate ADR provider for the chosen process. There is a wide range of ADR providers, ranging from government and public-funded bodies to private practitioners. Here's a list of directories and ADR providers that may assist you in finding what type of ADR is most suitable for your case and the facilitator/s you would like to engage:  

* [The Resolution Institute's Dispute Resolver Directory list](https://resolution.institute/Web/Shared_Content/Profiles/Member-Directory/Member-Directory.aspx)
* [The Australian Small Business and Family Enterprise Ombudsman (ASBFEO)](https://www.asbfeo.gov.au/)  provides small business and family enterprises with information about dispute resolution options, access to mediation and alternative dispute resolution processes.
* [The World Intellectual Property Organization's (WIPO) Arbitration and Mediation Center](https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiMzbCTouqKAxVCSmwGHaVGNcEQFnoECBcQAQ&url=https%3A%2F%2Fwww.wipo.int%2Famc%2Fen%2F&usg=AOvVaw2qsEjFbq-uX_WuIOR5puTG&opi=89978449) offers mediation, arbitration and expert determination to enable private parties to settle their international commercial disputes
* [The Australian Centre for International Commercial Arbitration (ACICA)](https://acica.org.au/)
* [The Australian Disputes Centre (ADC)](https://disputescentre.com.au/)
* [Australian Copyright Council](https://www.copyright.org.au/legal-advice/)  offers no-cost online legal advice for professional creators, arts organisations, affiliated organisations and educations institutions and libraries.

You can also seek help from IP professionals for advice on whether ADR would be suitable for your situation and to represent you throughout an ADR process. You can find a qualified IP attorney to assist you at: [Find an IP attorney or firm | Trans-Tasman IP Attorneys Board](https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*wp2lum*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgxNTEyNS4yNS4xLjE3MzY4MTY5MDEuMC4wLjA.#als_iptags=Trade%20marks&als_e=0).",,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space."
D1014,Alternative dispute resolution (ADR) ,D1014_11,296,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space.
### See also

For more information on various types of ADR and features of each dispute resolution method, see:  

* [Your guide to dispute resolution](https://www.ag.gov.au/legal-system/publications/your-guide-dispute-resolution)  at Attorney General's Department website
* [Resolve disputes | business.gov.au](https://business.gov.au/people/disputes/resolve-disputes#alternative-dispute-resolution-ADR)
* [Higher Education Research Commercialisation Intellectual Property Framework - Department of Education, Australian Government](https://www.education.gov.au/hercip)
* [Alternative Dispute Resolution](https://www.wipo.int/amc/en/)

*Before you take any action, you should consider whether you need legal or professional advice specific to your situation. It is important to know what rights you have, what remedies are open to you, and the cost and likelihood of success. IP Australia provides information on*[*getting professional assistance with your IP*](https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip) *. In addition, the Institute of Patent and Trade Mark Attorneys Australia (IPTA) offers free*[*30 minute consultations with an attorney*](https://ipta.org.au/community/get-free-consultation/) *.*",,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space."
D1014,Alternative dispute resolution (ADR) ,D1014_12,92,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space.
### Want to give us feedback?

Send us an [email](mailto:ipfirstresponse@ipaustralia.gov.au).\
Fill out our [feedback form](https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy).",,"resolve conflicts with the help of experienced facilitators  
Alternative dispute resolution (ADR) 
Understand more about the options in the ADR space."
D1005,Court - Trade mark,D1005_01,174,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court
*This IP First Response website has been designed to help IP rights holders navigate IP infringement and enforcement by making it visible, accessible, and to provide information about the factors involved in pursuing different options. It does not provide legal, business or other professional advice, and none of the content should be regarded as recommending a specific course of action. We welcome any feedback via our* [*IP First Response feedback form*](https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy)  *and by* [*emailing us*](mailto:IPFirstResponse@IPAustralia.gov.au?subject=Feedback%20on%20IP%20First%20Response)*.*",,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court"
D1005,Court - Trade mark,D1005_02,315,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court
### What is it?

[![See information about what counts as infringement](/sites/default/files/images/2025-08/Infringement%20Button%20-%20tighter_2.png)](/node/208)

If other efforts to resolve a dispute are unsuccessful or not appropriate in your situation, you may consider starting a legal action in court. Going to court is usually a last resort. Court proceedings are often expensive, time-consuming and stressful, and obtaining the outcome you seek is never guaranteed. 

**It is prudent to seek legal advice before deciding whether to start a court action.** You will likely also need assistance from an IP lawyer should you decide to start a court action.   

Courts can hear many types of trade mark disputes including:  

* actions against someone for infringing your trade mark
* matters relating to someone else's trade mark registration
* appeals from decisions made by IP Australia.

Trade mark proceedings in Australia are typically started in the Federal Circuit and Family Court of Australia (Division 2) or the Federal Court of Australia.   

[![Not sure if this applies to your situation? Start with our Navigator Tool](/sites/default/files/images/2026-02/Not%20sure%20button.png)](https://ipfirstresponse.ipaustralia.gov.au/navigator-tool-suspected-infringement?utm_content=NotSure_button_experiment_v1)",,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court"
D1005,Court - Trade mark,D1005_03,233,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court
### What are the benefits?

* If you succeed, a court can award damages or compensation for losses and costs (including, in some cases, an account of profits made by an infringer through their infringement).
* Court decisions are binding and enforceable.
* The other party cannot simply ignore your legal claim without consequences.
* You can often resolve several related matters in one case.
* Court can take into consideration a wide range of legal factors which may fall outside the scope of other decision-making bodies such as IP Australia's Opposition and Hearing processes.
* Court proceedings allow cross-examination of evidence and expert witnesses, which could be helpful for prosecuting your argument if you have a highly technical case.
* The gravity, expense, publicity and protracted nature of court proceedings can encourage the other party to negotiate or engage in other forms of dispute resolution to settle legal claims and avoid the court proceedings continuing.
* For infringement claims, a court can, in appropriate situations, make orders to prevent the other party from continuing to infringe your IP rights.",,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court"
D1005,Court - Trade mark,D1005_04,343,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court
### What are the risks?

* The outcome can be unpredictable.
* While a court can determine matters of law, it may not be in the best interests of your business. Proving you are in the right, legally, may not be the same as making a good business decision.
* The other party to the legal action may make counterclaims or other legal claims against you.
* On top of paying your legal costs, you may be required to pay some (or all) of the legal costs of the other party or parties if you are wholly (or partially) unsuccessful.
* The outcome you obtain may not be as advantageous as an offer of settlement previously made to you.
* If you or your staff are required to provide evidence in court, this can be very stressful and time-consuming and distract from the operation of your business
* Court proceedings are usually public, so this option may not be suitable if confidentiality is important.
* You may be required to disclose information in the proceedings to the other party or parties that you may prefer to keep confidential.
* Court proceedings may attract unwanted publicity and potentially damage your reputation - particularly if you are unsuccessful or if your case is seen as unduly litigious.
* It can take a lot of time to prepare a legal claim and for proceedings to be finalised if the claim is not settled by the parties (see 'How much time might be involved?' below).
* You may not be able to bring a legal claim if you have agreed in a contract that you will use, or that you will first try, an alternative form of dispute resolution.",,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court"
D1005,Court - Trade mark,D1005_05,295,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court
### What are the possible outcomes?

here are a wide range of possible outcomes, and these will also depend on the type of court action you might take. Some possible outcomes are:  

* You might reach a negotiated settlement with the other party.
* The other party might not respond or participate in the court proceedings, in which case the court might decide in your favour.
* The other party's trade mark registration might be cancelled, removed or amended.
* The court might decide against you, in which case your trade mark registration could be cancelled, removed or amended and you may need to pay some or all of the other party's legal costs.
* You could be awarded damages or compensation.
* A court may, in appropriate situations, make orders to prevent an infringer from continuing to infringe your IP rights - including on a temporary basis while you are waiting for the court to hear your matter (see [Seek an urgent injunction](https://ipfirstresponse.ipaustralia.gov.au/options/Interim_Injunction)).
* A decision made by IP Australia can be affirmed, reversed or varied.
* Some other outcome depending on what you have claimed (including, for example, if you have made other legal claims for *passing off* or under the Australian Consumer Law).

In most cases, the outcome can be appealed to a higher court.",,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court"
D1005,Court - Trade mark,D1005_06,119,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court
### What might the costs be?

Infringement and other court proceedings are generally very expensive as legal representation is usually involved and they can take a long time to resolve. Companies in particular are generally required by court rules to be represented by legal practitioners.  

Legal fees and the cost of expert witnesses usually make up most of the cost. 

It is common for the costs of trade mark-related litigation in the Federal Court of Australia to exceed $100,000.",,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court"
D1005,Court - Trade mark,D1005_07,439,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court
### How much time might be involved?

Courts can take a long time to resolve disputes. It usually takes some months and can take years to finalise the entire process. Timelines vary based on factors such as the type of court action, complexity of the case, the amount of evidence involved, which court hears your claim, and the backlog of matters before that court. 

Trade mark claims are typically heard by the Federal Circuit and Family Court of Australia (Division 2) or the Federal Court of Australia. At 30 June 2023, the age of active cases in the Federal Court of Australia which listed *intellectual property* as the cause of action, were as follows: 

* 95 cases (45%) under 12 months
* 43 cases (21%) 12-24 months
* 71 cases (34%) over 24 months.1

**The timeframe is typically shorter if the matter is resolved through negotiations or a court-ordered mediation process.** 

If a party appeals the initial decision, this will add extra time before the matter is finalised.   

Where appropriate, parties may request a faster process to resolve their dispute, but this depends on the availability of a judge to support a faster hearing.   

**Limitations on how long you can take to file an action** 

There are time limits that apply to starting a legal claim. The time limits vary depending on the type of legal claim that you want to start.  

* The limitation period for a trade mark infringement action in most Australian states is six years from the date on which the first act of infringement took place, with the exception of Northern Territory where the limitation period is three years.
* If you are challenging a decision made by IP Australia, an appeal to the courts must be started within 21 days after the date of the decision. It may be possible to obtain an extension of time with the court.

Due to these complexities, it may be helpful to speak to an IP lawyer about time limits.",,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court"
D1005,Court - Trade mark,D1005_08,112,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court
### How much is this used?

Trade mark proceedings are not particularly common in Australia because they can be expensive and time consuming for the parties involved. However, they are more common than some other types of intellectual property disputes like patent proceedings. 

In the 2023-24 financial year, there were 77 trade mark filings in the Federal Court of Australia2

Some trade mark proceedings are also started in State/Territory courts.",,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court"
D1005,Court - Trade mark,D1005_09,87,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court
### Who can use this?

For infringement actions, the owner of the registered trade mark usually starts the infringement action. However, an exclusive licensee or authorised user may also hold the right to start an action.  

Other court actions can generally be taken by any aggrieved party with a relevant interest in the matter.",,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court"
D1005,Court - Trade mark,D1005_10,44,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court
### Who's involved?

* Parties to the dispute
* Lawyers
* Witnesses
* A judge",,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court"
D1005,Court - Trade mark,D1005_11,306,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court
### What you need to proceed?

Here are some things you might consider before you proceed with legal action in a trade mark matter. 

**Finding an IP lawyer for advice and representation**\
Court proceedings can be an expensive, time-consuming, stressful, complicated process that can have serious impacts on you and your business. It is recommended that you seek legal advice before deciding whether to start a legal claim and to assist you if you decide to make one.  

**Consider your goals before deciding to start a legal claim**\
Going to court is usually a last resort. You should carefully consider what you are seeking to achieve and whether bringing a legal claim is your best option. An IP lawyer can help you to consider your best option to achieve your goals and give you advice on likely outcomes.  

**Decide who you intend to commence proceedings against**\
More than one person can be liable for IP infringement. A legal representative can help you decide who should be a party to a dispute.  

**Consider the impact of publicity**\
Unless covered by a confidentiality order, evidence and documents read in open court will become available to the public.   

**Gather all your documents**\
Before seeking legal advice, it can be helpful to collect any documents like reports, contracts, licences and correspondence that you think might be relevant to your case. You can give these to your lawyer to review.",,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court"
D1005,Court - Trade mark,D1005_12,459,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court
### See also

* [Escalate To Court | IP Australia](https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/escalate-to-court)
* [Rights of appeal from decisions of the Registrar | IPA Manuals](https://manuals.ipaustralia.gov.au/trademark/5.-rights-of-appeal-from-decisions-of-the-registrar)
* [Find an IP attorney or firm | Trans-Tasman IP Attorneys Board](https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*1a9t713*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgyNzM1OS4yNy4xLjE3MzY4MjczNjkuMC4wLjA.)

*Before you take any action, you should consider whether you need legal or professional advice specific to your situation. It is important to know what rights you have, what remedies are open to you, and the cost and likelihood of success. IP Australia provides information on*[*getting professional assistance with your IP*](https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip) *. In addition, the Institute of Patent and Trade Mark Attorneys Australia (IPTA) offers free*[*30 minute consultations with an attorney*](https://ipta.org.au/community/get-free-consultation/) *.*

1. Federal Court of Australia, [*Annual Report 2022-2023*](https://www.fedcourt.gov.au/about/corporate-information/annual-reports/2022-23), p 24
2. Federal Court of Australia, [*Annual Report 2023-2024*](https://www.fedcourt.gov.au/about/corporate-information/annual-reports/annual-report-2023-2024), p 61",,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court"
D1005,Court - Trade mark,D1005_13,86,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court
### Want to give us feedback?

Send us an [email](mailto:ipfirstresponse@ipaustralia.gov.au).\
Fill out our [feedback form](https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy).",,"Seek binding, authoritative decisions
Court - Trade mark
Escalate a wide range of trade mark matters to court"
D1036,International disputes,D1036_01,180,"Considerations before enforcing your IP overseas
International disputes
Find the right assistance to enforce your IP right in the case of infringement happening outside of Australia.
*This IP First Response website has been designed to help IP rights holders navigate IP infringement and enforcement by making it visible, accessible, and to provide information about the factors involved in pursuing different options. It does not provide legal, business or other professional advice, and none of the content should be regarded as recommending a specific course of action. We welcome any feedback via our* [*IP First Response feedback form*](https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy)  *and by* [*emailing us*](mailto:IPFirstResponse@IPAustralia.gov.au?subject=Feedback%20on%20IP%20First%20Response)*.*",,"Considerations before enforcing your IP overseas
International disputes
Find the right assistance to enforce your IP right in the case of infringement happening outside of Australia."
D1036,International disputes,D1036_02,473,"Considerations before enforcing your IP overseas
International disputes
Find the right assistance to enforce your IP right in the case of infringement happening outside of Australia.
### What is it?

Different countries have different IP laws. Australian IP registration does not usually protect against overseas infringement. If your IP is being infringed overseas you might need to consider different enforcement methods specific to those jurisdictions. Enforcing your IP overseas can be complicated, but there are still a wide range of options available.   

For Australian copyright material, a key factor in determining whether it is protected overseas is whether the overseas territory is a party to one of the relevant copyright conventions to which Australia is also a party. Most countries grant copyright protection to Australian material under international treaties. Further information about the international copyright treaties and conventions that Australia is party to is available on the Attorney-General's Department website: [Copyright basics | Attorney-General's Department](https://www.ag.gov.au/rights-and-protections/copyright/copyright-basics). Australia has also entered into a number of free trade agreements (FTAs) with individual countries and groups of countries. Many of these FTAs include agreed rules on copyright. 

**This page provides an overview of considerations when facing overseas infringement.**  

Actions you can consider against an overseas infringer will depend on the jurisdiction and the type of IP you own, but usually include:   

* **Informal enforcement** options such as sending letters, negotiations or online takedown notices. However, it might be more difficult to engage with international actors.
* **Strategic options** such as securing international rights for your intellectual property, partnering with local businesses, or other commercially-driven approaches.
* **Alternative dispute resolution** (ADR) options are also available. These can be organised directly with the suspected infringer, through the World Intellectual Property Organization (WIPO), or through services offered by the relevant IP offices.
* **Civil, administrative or criminal legal** enforcement options/schemes such as taking court action overseas. These will depend on the country/market involved.
* your entitlement to IP in those markets
* your existing market presence/potential for future expansion.

Without careful attention to the local operating environment, you may risk undermining your IP right. 

A local legal representative can help you understand these risks and how to mitigate them.",,"Considerations before enforcing your IP overseas
International disputes
Find the right assistance to enforce your IP right in the case of infringement happening outside of Australia."
D1036,International disputes,D1036_03,199,"Considerations before enforcing your IP overseas
International disputes
Find the right assistance to enforce your IP right in the case of infringement happening outside of Australia.
### What are the benefits?

* In most cases, engaging a legal professional is likely to reduce the risks you may encounter in enforcing your IP rights in another country.
* Legal professionals can provide a wide range of legal services and develop a holistic IP enforcement strategy suited to your IP and business goals.
* They have the knowledge, training and experience in their country to guide you through a dispute or a conflict which can be highly stressful and draining.
* They have an in-depth knowledge of relevant international legislation and industry practices, with the ability to leverage both appropriately and proportionately.
* They are bound by codes of conduct, professional standards and ethical obligations to act in your best interests, stay away from conflicts of interests and unethical conduct.
* They can recognise common issues which come up and refer you to other professionals and services you may not be aware of.",,"Considerations before enforcing your IP overseas
International disputes
Find the right assistance to enforce your IP right in the case of infringement happening outside of Australia."
D1036,International disputes,D1036_04,186,"Considerations before enforcing your IP overseas
International disputes
Find the right assistance to enforce your IP right in the case of infringement happening outside of Australia.
### What are the risks?

* It can be complicated to enforce your IP overseas, which can cause pressure on you and your business.
* Outcomes and costs can be less predictable in some jurisdictions than they would be in Australia.
* Some legal professionals have different specialties and may be more effective in their particular field of expertise. For instance, one lawyer may be highly experienced in dealing with multi-national trade marks, but not so experienced with patent licencing deals, or vice versa.
* Once you engage a legal professional for their service, they are obliged to follow your instructions. While they can advise you on certain courses of action, you have the ultimate decision. Using a legal professional can lead to a false sense of security if you do not understand and pay heed to their advice.",,"Considerations before enforcing your IP overseas
International disputes
Find the right assistance to enforce your IP right in the case of infringement happening outside of Australia."
D1036,International disputes,D1036_05,483,"Considerations before enforcing your IP overseas
International disputes
Find the right assistance to enforce your IP right in the case of infringement happening outside of Australia.
### What you need to proceed?

**Check international IP registers for someone else's rights** 

A critical step in assessing potential infringement is to ascertain if the suspected party holds any valid registered intellectual property rights that could provide them with legal rights in the country in which infringement is suspected. 

You can perform an initial check yourself - read about searching international IP registers [here](https://ipfirstresponse.ipaustralia.gov.au/helpful-info-page ""Helpful info page"") - but you may need to hire a professional IP search service to do a complete search. The IP professionals listed below will often conduct these searches as part of their services as it will be a critical step to understand your position.  

**Contact a local representative or legal advisor in the relevant country** \
Seeking support from a local legal practitioner or IP professional may be necessary for some actions. A local representative can advise you on the options that are appropriate for you in the relevant countries, and will have the legal authority to represent you in that country.  

* Australian IP professionals with relevant international experience may be able to refer you to an overseas representative.
* Australian law firms often have offices operating internationally which can coordinate actions for you across each country.
* Government resources or reputable industry associations in the relevant country may provide a list of IP professionals you can contact.

While it may be useful to seek the advice of an **IP legal professional**(who can start legal actions such as court in the jurisdiction), you might also wish to consult an **IP strategic or commercialisation professional**about your general IP strategy including ways to protect and commercialise your IP overseas.  

Part of enforcing your rights in other countries, even in response to current suspected infringement, may involve registering your IP in another country. This consideration can be discussed with an IP professional familiar with the IP system in that country. 

**See what services the local IP office provides** \
Some international IP offices provide information on enforcement in their jurisdictions and may have services to help you with dispute resolution or enforcement. You can find out the relevant IP office and what services they provide using the [Directory of Intellectual Property Offices](https://www.wipo.int/directory/en/urls.jsp).",,"Considerations before enforcing your IP overseas
International disputes
Find the right assistance to enforce your IP right in the case of infringement happening outside of Australia."
